Lat,Long,
53.45694,-2.19970,
53.51273,-2.20918,
53.45845,-2.29480,
53.47269,-2.16446,
53.55886,-2.32580,
53.48707,-2.29061,
53.50178,-2.18183,
53.51832,-2.27146,
53.53209,-2.15386,
53.45730,-2.11531,
53.48500,-2.09511,
53.40137,-2.15179,
53.38741,-2.18590,
53.54597,-2.39868,
53.44030,-2.42025,
53.59157,-2.31420,
53.33690,-2.21530,
53.40013,-2.29534, 
