unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri
"8A78B2AF-863A-5CB0-E053-6B04A8C0F504","170000","2019-04-11","BL0 0AG","T","N","L","","56","PEEL BROW","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-863A-5CB0-E053-6B04A8C0F504/current"
"8A78B2AF-8C4F-5CB0-E053-6B04A8C0F504","190000","2019-05-03","BL0 0AQ","T","N","L","","8","DERBY STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-8C4F-5CB0-E053-6B04A8C0F504/current"
"8CAC1318-342A-0253-E053-6B04A8C08E51","250000","2019-06-07","BL0 0AT","T","N","L","","1","ELIZA STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8CAC1318-342A-0253-E053-6B04A8C08E51/current"
"8355F008-F7FA-55C5-E053-6B04A8C0D090","154000","2019-01-31","BL0 0AU","T","N","L","","104","PEEL BROW","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8355F008-F7FA-55C5-E053-6B04A8C0D090/current"
"8355F008-F43D-55C5-E053-6B04A8C0D090","298500","2019-01-11","BL0 0BL","D","N","L","","4","CHESHIRE COURT","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8355F008-F43D-55C5-E053-6B04A8C0D090/current"
"98C75471-CC11-72E9-E053-6B04A8C042F0","228000","2019-10-24","BL0 0BL","D","N","L","","5","CHESHIRE COURT","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/98C75471-CC11-72E9-E053-6B04A8C042F0/current"
"965B6D91-5557-95E4-E053-6C04A8C07729","260000","2019-10-15","BL0 0BL","D","N","L","","6","CHESHIRE COURT","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/965B6D91-5557-95E4-E053-6C04A8C07729/current"
"9B361206-3982-1904-E053-6B04A8C0EEB5","280000","2019-11-22","BL0 0BY","S","N","L","","62","BURY NEW ROAD","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/9B361206-3982-1904-E053-6B04A8C0EEB5/current"
"8A78B2AF-8709-5CB0-E053-6B04A8C0F504","258000","2019-03-22","BL0 0DE","T","N","L","","66","WHALLEY ROAD","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-8709-5CB0-E053-6B04A8C0F504/current"
"85866A64-B68D-143F-E053-6B04A8C06A15","192500","2019-03-15","BL0 0DG","S","N","F","","123","WHALLEY ROAD","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/85866A64-B68D-143F-E053-6B04A8C06A15/current"
"87E1551E-2764-6405-E053-6C04A8C0B2EE","310000","2019-04-10","BL0 0DP","T","N","L","","55","WHALLEY ROAD","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-2764-6405-E053-6C04A8C0B2EE/current"
"93E6821E-84AD-40FD-E053-6B04A8C0C1DF","165000","2019-01-16","BL0 0DZ","T","N","F","","8","RICHARD STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/93E6821E-84AD-40FD-E053-6B04A8C0C1DF/current"
"85866A64-B811-143F-E053-6B04A8C06A15","159950","2019-02-18","BL0 0DZ","T","N","L","","15","RICHARD STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/85866A64-B811-143F-E053-6B04A8C06A15/current"
"98C75471-CB37-72E9-E053-6B04A8C042F0","235000","2019-11-01","BL0 0EG","T","N","L","","388","WHALLEY ROAD","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/98C75471-CB37-72E9-E053-6B04A8C042F0/current"
"8F1B26BD-A8DD-53DB-E053-6C04A8C03649","157500","2019-07-19","BL0 0PR","T","N","L","","79","STUBBINS LANE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BD-A8DD-53DB-E053-6C04A8C03649/current"
"8CAC1318-36AD-0253-E053-6B04A8C08E51","178000","2019-06-07","BL0 0PR","T","N","L","","133","STUBBINS LANE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8CAC1318-36AD-0253-E053-6B04A8C08E51/current"
"965B6D91-571E-95E4-E053-6C04A8C07729","157000","2019-09-27","BL0 0PR","T","N","L","","135","STUBBINS LANE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/965B6D91-571E-95E4-E053-6C04A8C07729/current"
"87E1551E-25B5-6405-E053-6C04A8C0B2EE","158000","2019-04-03","BL0 9BR","T","N","L","","4","CROW LANE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-25B5-6405-E053-6C04A8C0B2EE/current"
"8A78B2AF-88C0-5CB0-E053-6B04A8C0F504","168000","2019-04-18","BL0 9BR","T","N","L","","12","CROW LANE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-88C0-5CB0-E053-6B04A8C0F504/current"
"8F1B26BD-E422-53DB-E053-6C04A8C03649","320000","2019-07-05","BL0 9BU","T","N","L","","61","RAMSBOTTOM LANE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BD-E422-53DB-E053-6C04A8C03649/current"
"965B6D91-5578-95E4-E053-6C04A8C07729","158000","2019-10-17","BL0 9BW","T","N","L","","7","ST PAULS STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/965B6D91-5578-95E4-E053-6C04A8C07729/current"
"8F1B26BD-A5D1-53DB-E053-6C04A8C03649","315000","2019-05-22","BL0 9BX","D","N","F","","52","HEATHERSIDE ROAD","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BD-A5D1-53DB-E053-6C04A8C03649/current"
"93E6821E-44E4-40FD-E053-6B04A8C0C1DF","226000","2019-08-13","BL0 9BY","T","N","L","","57","RAMSBOTTOM LANE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/93E6821E-44E4-40FD-E053-6B04A8C0C1DF/current"
"8F1B26BD-A467-53DB-E053-6C04A8C03649","210000","2019-07-01","BL0 9DE","D","N","F","","2","ST EDMUND HALL CLOSE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BD-A467-53DB-E053-6C04A8C03649/current"
"87E1551E-2524-6405-E053-6C04A8C0B2EE","218000","2019-03-29","BL0 9DE","D","N","F","","25","ST EDMUND HALL CLOSE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-2524-6405-E053-6C04A8C0B2EE/current"
"93E6821E-4568-40FD-E053-6B04A8C0C1DF","225000","2019-09-10","BL0 9DF","D","N","F","","7","ASTLEY HALL DRIVE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/93E6821E-4568-40FD-E053-6B04A8C0C1DF/current"
"93E6821E-456F-40FD-E053-6B04A8C0C1DF","247000","2019-08-06","BL0 9DF","D","N","F","","21","ASTLEY HALL DRIVE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/93E6821E-456F-40FD-E053-6B04A8C0C1DF/current"
"85866A64-B6EF-143F-E053-6B04A8C06A15","235000","2019-02-22","BL0 9DF","D","N","F","","25","ASTLEY HALL DRIVE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/85866A64-B6EF-143F-E053-6B04A8C06A15/current"
"919FEC05-7464-9A90-E053-6C04A8C0A300","158000","2019-08-16","BL0 9DT","T","N","L","","7A","SPRINGWOOD STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/919FEC05-7464-9A90-E053-6C04A8C0A300/current"
"93E6821E-4514-40FD-E053-6B04A8C0C1DF","157000","2019-09-06","BL0 9DT","T","N","L","","19","SPRINGWOOD STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/93E6821E-4514-40FD-E053-6B04A8C0C1DF/current"
"919FEC05-32E9-9A90-E053-6C04A8C0A300","225000","2019-07-12","BL0 9DX","T","N","F","","35","CALLENDER STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/919FEC05-32E9-9A90-E053-6C04A8C0A300/current"
"9B361206-3563-1904-E053-6B04A8C0EEB5","260000","2019-11-22","BL0 9DX","T","N","L","","43","CALLENDER STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/9B361206-3563-1904-E053-6B04A8C0EEB5/current"
"8A78B2AF-C492-5CB0-E053-6B04A8C0F504","310000","2019-05-15","BL0 9DX","T","N","L","","65","CALLENDER STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-C492-5CB0-E053-6B04A8C0F504/current"
"8CAC1318-3400-0253-E053-6B04A8C08E51","172250","2019-05-03","BL0 9EA","T","N","L","","94","ALBERT STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8CAC1318-3400-0253-E053-6B04A8C08E51/current"
"919FEC05-3023-9A90-E053-6C04A8C0A300","210000","2019-07-31","BL0 9EA","T","N","L","","96","ALBERT STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/919FEC05-3023-9A90-E053-6C04A8C0A300/current"
"965B6D91-9751-95E4-E053-6C04A8C07729","188000","2019-09-25","BL0 9EA","T","N","L","","114","ALBERT STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/965B6D91-9751-95E4-E053-6C04A8C07729/current"
"8F1B26BD-A6B8-53DB-E053-6C04A8C03649","165000","2019-07-12","BL0 9EB","T","N","F","","99","VICTORIA STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BD-A6B8-53DB-E053-6C04A8C03649/current"
"8F1B26BD-A86D-53DB-E053-6C04A8C03649","165000","2019-07-12","BL0 9EB","T","N","L","","99","VICTORIA STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BD-A86D-53DB-E053-6C04A8C03649/current"
"87E1551E-285B-6405-E053-6C04A8C0B2EE","150000","2019-03-29","BL0 9ED","T","N","L","","21","VICTORIA STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-285B-6405-E053-6C04A8C0B2EE/current"
"9B361206-391B-1904-E053-6B04A8C0EEB5","160000","2019-11-01","BL0 9EE","T","N","L","","30","ROSTRON ROAD","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/9B361206-391B-1904-E053-6B04A8C0EEB5/current"
"9B361206-3525-1904-E053-6B04A8C0EEB5","158000","2019-11-22","BL0 9EE","T","N","L","","44","ROSTRON ROAD","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/9B361206-3525-1904-E053-6B04A8C0EEB5/current"
"919FEC05-2EE9-9A90-E053-6C04A8C0A300","207000","2019-07-10","BL0 9EF","T","N","L","","8","EARL ROAD","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/919FEC05-2EE9-9A90-E053-6C04A8C0A300/current"
"919FEC05-3287-9A90-E053-6C04A8C0A300","190000","2019-07-30","BL0 9EG","T","N","L","","92","CARR STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/919FEC05-3287-9A90-E053-6C04A8C0A300/current"
"9B361206-364D-1904-E053-6B04A8C0EEB5","202500","2019-12-06","BL0 9EJ","S","N","L","","8","BRAMWORTH AVENUE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/9B361206-364D-1904-E053-6B04A8C0EEB5/current"
"98C75471-CBA8-72E9-E053-6B04A8C042F0","165000","2019-09-27","BL0 9EL","T","N","L","","52","ALBERT STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/98C75471-CBA8-72E9-E053-6B04A8C042F0/current"
"919FEC05-336F-9A90-E053-6C04A8C0A300","178500","2019-07-26","BL0 9EP","T","N","L","","15","CLIFF MOUNT","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/919FEC05-336F-9A90-E053-6C04A8C0A300/current"
"919FEC05-3165-9A90-E053-6C04A8C0A300","175000","2019-08-01","BL0 9ES","T","N","L","","36","TANNERS STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/919FEC05-3165-9A90-E053-6C04A8C0A300/current"
"9B361206-3B49-1904-E053-6B04A8C0EEB5","194500","2019-11-07","BL0 9ES","T","N","L","","66","TANNERS STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/9B361206-3B49-1904-E053-6B04A8C0EEB5/current"
"93E6821E-4790-40FD-E053-6B04A8C0C1DF","180000","2019-08-16","BL0 9ET","T","N","F","","5","COULTHURST STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/93E6821E-4790-40FD-E053-6B04A8C0C1DF/current"
"919FEC05-739B-9A90-E053-6C04A8C0A300","169950","2019-07-29","BL0 9ET","T","N","L","","11","COULTHURST STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/919FEC05-739B-9A90-E053-6C04A8C0A300/current"
"8F1B26BD-A276-53DB-E053-6C04A8C03649","158000","2019-06-25","BL0 9EU","T","N","L","","5","MOUNT STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BD-A276-53DB-E053-6C04A8C03649/current"
"919FEC05-331A-9A90-E053-6C04A8C0A300","240000","2019-07-31","BL0 9FH","D","N","L","","22","CLEVELAND CLOSE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/919FEC05-331A-9A90-E053-6C04A8C0A300/current"
"8A78B2AF-89FB-5CB0-E053-6B04A8C0F504","291000","2019-05-03","BL0 9FH","T","N","L","","23","CLEVELAND CLOSE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-89FB-5CB0-E053-6B04A8C0F504/current"
"85866A64-B7E3-143F-E053-6B04A8C06A15","162000","2019-03-08","BL0 9FQ","S","N","L","","5","ROSEBERRY CLOSE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/85866A64-B7E3-143F-E053-6B04A8C06A15/current"
"965B6D91-97AB-95E4-E053-6C04A8C07729","320000","2019-09-11","BL0 9GB","T","N","L","","2","COBDEN MEWS","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/965B6D91-97AB-95E4-E053-6C04A8C07729/current"
"8F1B26BD-A588-53DB-E053-6C04A8C03649","245000","2019-04-29","BL0 9HB","T","N","F","","11","DOUGLAS STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BD-A588-53DB-E053-6C04A8C03649/current"
"85866A64-B5B1-143F-E053-6B04A8C06A15","160000","2019-02-08","BL0 9HG","T","N","L","","91","DUNDEE LANE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/85866A64-B5B1-143F-E053-6B04A8C06A15/current"
"87E1551E-2648-6405-E053-6C04A8C0B2EE","172950","2019-04-08","BL0 9HL","T","N","L","","33","DUNDEE LANE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-2648-6405-E053-6C04A8C0B2EE/current"
"98C75471-CA75-72E9-E053-6B04A8C042F0","216000","2019-10-25","BL0 9HL","T","N","F","","72","DUNDEE LANE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/98C75471-CA75-72E9-E053-6B04A8C042F0/current"
"87E1551E-27A9-6405-E053-6C04A8C0B2EE","169000","2019-04-10","BL0 9HS","T","N","L","","14","CHURCH CLOSE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-27A9-6405-E053-6C04A8C0B2EE/current"
"8F1B26BD-A4DF-53DB-E053-6C04A8C03649","250000","2019-07-19","BL0 9HW","D","N","F","","29","RAYLEES","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BD-A4DF-53DB-E053-6C04A8C03649/current"
"919FEC05-2F80-9A90-E053-6C04A8C0A300","211000","2019-05-21","BL0 9HY","T","N","L","","77","BOLTON STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/919FEC05-2F80-9A90-E053-6C04A8C0A300/current"
"965B6D91-9839-95E4-E053-6C04A8C07729","240000","2019-10-11","BL0 9JA","T","N","L","","178A","BOLTON STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/965B6D91-9839-95E4-E053-6C04A8C07729/current"
"8CAC1318-38D2-0253-E053-6B04A8C08E51","160000","2019-06-14","BL0 9JG","T","N","L","","7","STANLEY STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8CAC1318-38D2-0253-E053-6B04A8C08E51/current"
"98C75471-CCE8-72E9-E053-6B04A8C042F0","185000","2019-10-04","BL0 9JH","T","N","F","","21","MAJOR STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/98C75471-CCE8-72E9-E053-6B04A8C042F0/current"
"9B361206-3567-1904-E053-6B04A8C0EEB5","160000","2019-11-29","BL0 9JJ","T","N","L","","47","QUEEN STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/9B361206-3567-1904-E053-6B04A8C0EEB5/current"
"8355F008-F451-55C5-E053-6B04A8C0D090","155000","2019-02-01","BL0 9JJ","T","N","L","","53","QUEEN STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8355F008-F451-55C5-E053-6B04A8C0D090/current"
"98C75472-0AF8-72E9-E053-6B04A8C042F0","162500","2019-11-01","BL0 9JJ","T","N","F","","59","QUEEN STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/98C75472-0AF8-72E9-E053-6B04A8C042F0/current"
"9B361206-3630-1904-E053-6B04A8C0EEB5","220000","2019-07-03","BL0 9JX","S","N","F","","47","NUTTALL LANE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/9B361206-3630-1904-E053-6B04A8C0EEB5/current"
"98C75472-0B87-72E9-E053-6B04A8C042F0","245000","2019-10-04","BL0 9JX","S","N","L","","49","NUTTALL LANE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/98C75472-0B87-72E9-E053-6B04A8C042F0/current"
"85866A65-9C09-143F-E053-6B04A8C06A15","155000","2019-01-14","BL0 9JX","S","N","L","","49","NUTTALL LANE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","B","http://landregistry.data.gov.uk/data/ppi/transaction/85866A65-9C09-143F-E053-6B04A8C06A15/current"
"9B361206-3A86-1904-E053-6B04A8C0EEB5","233500","2019-11-15","BL0 9LB","T","N","F","","103","ST ANDREWS CLOSE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/9B361206-3A86-1904-E053-6B04A8C0EEB5/current"
"87E1551E-4600-6405-E053-6C04A8C0B2EE","219950","2019-03-29","BL0 9LE","S","N","L","","158","NUTTALL LANE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-4600-6405-E053-6C04A8C0B2EE/current"
"8A78B2AF-ADA5-5CB0-E053-6B04A8C0F504","186000","2019-03-20","BL0 9LG","S","N","L","","95","NUTTALL LANE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-ADA5-5CB0-E053-6B04A8C0F504/current"
"87E1551E-264C-6405-E053-6C04A8C0B2EE","173000","2019-03-06","BL0 9LG","S","N","F","","111","NUTTALL LANE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-264C-6405-E053-6C04A8C0B2EE/current"
"965B6D91-81EB-95E4-E053-6C04A8C07729","243000","2019-06-28","BL0 9LJ","S","N","L","","2A","COTSWOLD CLOSE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/965B6D91-81EB-95E4-E053-6C04A8C07729/current"
"8A78B2AF-AD95-5CB0-E053-6B04A8C0F504","205000","2019-04-12","BL0 9LJ","S","N","L","","7","COTSWOLD CLOSE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-AD95-5CB0-E053-6B04A8C0F504/current"
"919FEC05-5D68-9A90-E053-6C04A8C0A300","170000","2019-06-20","BL0 9LL","T","N","L","","6","CHEVIOT CLOSE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/919FEC05-5D68-9A90-E053-6C04A8C0A300/current"
"9B361206-5EBF-1904-E053-6B04A8C0EEB5","215000","2019-11-01","BL0 9LQ","S","N","L","","7","NUTTALL CLOSE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/9B361206-5EBF-1904-E053-6B04A8C0EEB5/current"
"93E6821E-88C8-40FD-E053-6B04A8C0C1DF","160000","2019-08-30","BL0 9NG","T","N","L","","19","SHILTON STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/93E6821E-88C8-40FD-E053-6B04A8C0C1DF/current"
"919FEC05-7756-9A90-E053-6C04A8C0A300","245000","2019-08-16","BL0 9NT","T","N","F","","2","SIMS CLOSE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/919FEC05-7756-9A90-E053-6C04A8C0A300/current"
"8355F008-F914-55C5-E053-6B04A8C0D090","247000","2019-02-01","BL0 9NU","T","N","L","","41","BOLTON ROAD WEST","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8355F008-F914-55C5-E053-6B04A8C0D090/current"
"98C75472-B010-72E9-E053-6B04A8C042F0","250000","2019-10-31","BL0 9NY","D","N","L","","182","WHITTINGHAM DRIVE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","B","http://landregistry.data.gov.uk/data/ppi/transaction/98C75472-B010-72E9-E053-6B04A8C042F0/current"
"965B6D91-57F4-95E4-E053-6C04A8C07729","310000","2019-07-01","BL0 9NY","D","N","F","","209","WHITTINGHAM DRIVE","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/965B6D91-57F4-95E4-E053-6C04A8C07729/current"
"85866A64-B935-143F-E053-6B04A8C06A15","162000","2019-02-22","BL0 9PD","T","N","F","","144","BOLTON ROAD WEST","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/85866A64-B935-143F-E053-6B04A8C06A15/current"
"8355F008-F7F2-55C5-E053-6B04A8C0D090","175500","2019-01-04","BL0 9PE","T","N","F","","186","BOLTON ROAD WEST","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8355F008-F7F2-55C5-E053-6B04A8C0D090/current"
"8A78B2AF-87DA-5CB0-E053-6B04A8C0F504","195000","2019-04-24","BL0 9PG","T","N","F","","10","BUTLER STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-87DA-5CB0-E053-6B04A8C0F504/current"
"8CAC1318-352B-0253-E053-6B04A8C08E51","175000","2019-05-24","BL0 9PG","T","N","F","","34","BUTLER STREET","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/8CAC1318-352B-0253-E053-6B04A8C08E51/current"
"98C75471-CBF2-72E9-E053-6B04A8C042F0","229000","2019-09-20","BL0 9PJ","D","N","F","","159","BOLTON ROAD WEST","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/98C75471-CBF2-72E9-E053-6B04A8C042F0/current"
"919FEC05-5CBE-9A90-E053-6C04A8C0A300","208000","2019-07-30","BL0 9PN","S","N","L","","43","CARRWOOD HEY","RAMSBOTTOM","BURY","BURY","GREATER MANCHESTER","A","http://landregistry.data.gov.uk/data/ppi/transaction/919FEC05-5CBE-9A90-E053-6C04A8C0A300/current"
